Homology group node id,class,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
874457,accessory,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
874459,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874461,accessory,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
874463,accessory,2,0,2,1,2,2,2,2,0,1,4,2,4,1,3,2
874464,accessory,2,1,3,2,2,2,3,3,0,1,1,2,1,1,1,0
874465,accessory,0,0,1,1,1,2,0,0,0,0,1,1,1,1,1,1
874466,accessory,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
874467,accessory,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
874468,accessory,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1
874470,accessory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
874471,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
874472,accessory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
874473,accessory,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
874474,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
874475,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874476,accessory,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
874477,accessory,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
874478,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874480,accessory,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
874482,accessory,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1
874483,accessory,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0
874484,accessory,0,1,0,1,1,1,0,1,0,0,0,0,2,1,0,0
874485,accessory,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
874486,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
874487,accessory,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
874488,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
874492,accessory,1,2,1,1,1,0,1,0,0,0,0,1,1,1,1,0
874493,accessory,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
874494,accessory,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
874495,accessory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
874496,accessory,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
874499,accessory,1,0,0,1,2,1,1,2,0,0,1,0,3,1,1,3
874500,accessory,1,1,1,0,1,1,0,0,0,2,0,1,2,0,1,0
874501,accessory,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0
874502,accessory,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
874503,accessory,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
874504,accessory,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
874505,accessory,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
874506,accessory,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
874507,accessory,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
874508,accessory,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
874509,accessory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
874510,accessory,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
874511,accessory,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
874512,accessory,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
874516,accessory,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
874518,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874519,accessory,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
874520,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874522,accessory,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
874523,accessory,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
874525,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874532,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874533,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874534,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874535,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874536,accessory,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
874543,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874545,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874547,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874548,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874550,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874554,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874555,accessory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
874557,accessory,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1
874561,accessory,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
874564,accessory,1,1,0,1,1,1,1,0,0,0,0,1,0,0,2,1
874565,accessory,2,2,0,2,1,1,3,1,0,0,0,2,0,2,3,2
874566,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
874567,accessory,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,1
874568,accessory,2,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
874569,accessory,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1
874570,accessory,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
874571,accessory,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
874572,accessory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
874576,accessory,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
874577,accessory,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0
874579,accessory,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
874580,accessory,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
874581,accessory,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
874584,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874585,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874586,accessory,1,2,1,0,1,2,1,1,0,1,1,2,1,0,1,1
874587,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874588,accessory,1,2,1,1,1,2,1,1,0,2,1,2,1,1,1,1
874589,accessory,1,1,1,1,1,2,1,1,0,2,1,1,1,2,1,1
874593,accessory,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
874594,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874595,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874597,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874598,accessory,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1
874599,accessory,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
874600,accessory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
874603,accessory,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
874605,accessory,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
874606,accessory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874607,accessory,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
874609,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874611,accessory,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
874612,accessory,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
874614,accessory,2,2,2,1,2,1,2,2,0,1,1,2,2,2,2,2
874618,accessory,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
874620,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874626,accessory,1,2,1,0,1,0,1,2,0,1,0,2,2,1,1,1
874627,accessory,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1
874628,accessory,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
874629,accessory,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
874630,accessory,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
874631,accessory,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
874632,accessory,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
874633,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874639,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874640,accessory,2,1,1,1,1,2,1,2,0,2,2,1,1,1,1,1
874641,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874644,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
874647,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874648,accessory,1,1,2,1,1,2,1,1,0,1,1,1,1,1,1,1
874649,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
874650,accessory,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
874654,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874656,accessory,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
874658,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874661,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874662,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
874664,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
874665,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874667,accessory,5,0,0,3,0,0,2,2,0,0,9,0,0,0,0,0
874668,accessory,4,0,0,3,0,0,4,2,0,0,2,0,0,0,0,0
874669,accessory,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
874670,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874671,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874674,accessory,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
874675,accessory,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
874680,accessory,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1
874681,accessory,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1
874682,accessory,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
874684,accessory,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
874685,accessory,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
874686,accessory,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1
874691,accessory,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0
874692,accessory,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1
874697,accessory,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1
874698,accessory,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
874699,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874701,accessory,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
874702,accessory,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874705,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874706,accessory,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
874707,accessory,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
874709,accessory,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
874710,accessory,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
874711,accessory,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
874716,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874717,accessory,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1
874718,accessory,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
874719,accessory,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
874720,accessory,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0
874721,accessory,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
874722,accessory,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
874723,accessory,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1,1
874725,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
874726,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874728,accessory,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1
874732,accessory,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
874733,accessory,0,0,1,1,3,3,1,0,0,1,1,0,3,0,0,1
874734,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874736,accessory,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
874737,accessory,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
874738,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
874739,accessory,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
874740,accessory,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
874741,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
874742,accessory,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
874743,accessory,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
874744,accessory,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1
874745,accessory,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
874746,accessory,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
874749,accessory,2,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0
874751,accessory,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
874752,accessory,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
874753,accessory,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
874754,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874755,accessory,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
874756,accessory,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
874757,accessory,1,1,2,2,1,1,1,1,0,0,1,1,2,2,1,1
874759,accessory,1,2,1,1,1,1,2,1,0,0,0,1,1,1,1,1
874760,accessory,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
874761,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874762,accessory,1,2,2,1,1,2,2,0,1,1,1,1,1,1,1,1
874764,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
874765,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874767,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874769,accessory,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
874771,accessory,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1
874772,accessory,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
874774,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874776,accessory,1,1,1,1,1,2,1,1,0,1,2,1,1,1,1,1
874777,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874778,accessory,2,2,2,2,0,3,2,2,1,2,3,2,2,2,2,2
874779,accessory,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
874781,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874783,accessory,2,1,2,1,1,1,1,1,0,0,2,1,1,1,1,1
874786,accessory,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874789,accessory,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1
874791,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874793,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874794,accessory,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
874799,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
874800,accessory,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
874802,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874804,accessory,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
874805,accessory,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
874809,accessory,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
874811,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
874812,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874813,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874816,accessory,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874817,accessory,1,0,3,4,0,0,0,1,0,1,0,0,0,0,0,0
874819,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874822,accessory,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
874823,accessory,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
874826,accessory,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1
874829,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
874831,accessory,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
874832,accessory,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
874833,accessory,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
874835,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874836,accessory,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
874837,accessory,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
874838,accessory,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
874839,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
874842,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874843,accessory,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0
874844,accessory,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
874845,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874848,accessory,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
874849,accessory,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
874851,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874852,accessory,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
874853,accessory,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
874854,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874856,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874858,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874861,accessory,1,1,0,1,1,1,1,2,0,0,1,1,1,1,1,1
874862,accessory,1,1,2,1,0,1,1,2,0,0,1,1,1,1,0,1
874863,accessory,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1
874867,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874868,accessory,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
874869,accessory,1,0,0,1,1,0,0,1,0,0,3,1,1,0,0,0
874870,accessory,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
874871,accessory,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
874872,accessory,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
874873,accessory,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
874874,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
874875,accessory,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
874877,accessory,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1
874878,accessory,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1
874879,accessory,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
874880,accessory,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
874883,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874884,accessory,1,1,1,2,2,1,1,1,0,0,2,1,2,1,1,1
874885,accessory,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
874889,accessory,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
874894,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874895,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874896,accessory,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
874898,accessory,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0
874899,accessory,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
874900,accessory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
874903,accessory,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1
874904,accessory,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
874905,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
874906,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874910,accessory,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1
874911,accessory,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
874914,accessory,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
874916,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874919,accessory,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1
874920,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
874921,accessory,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
874922,accessory,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1
874923,accessory,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
874925,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874926,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874927,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874928,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874930,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
874932,accessory,1,1,1,1,1,1,0,0,0,0,0,0,2,1,0,1
874933,accessory,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,2
874934,accessory,0,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0
874935,accessory,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874936,accessory,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2
874937,accessory,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0
874938,accessory,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
874939,accessory,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
874940,accessory,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
874941,accessory,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
874942,accessory,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
874943,accessory,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
874944,accessory,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
874945,accessory,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
874946,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874951,accessory,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
874953,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874954,accessory,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874959,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874960,accessory,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
874964,accessory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
874966,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
874968,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874969,accessory,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1
874970,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874974,accessory,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
874975,accessory,2,2,1,1,2,1,1,0,0,0,1,1,1,1,2,1
874976,accessory,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
874978,accessory,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
874981,accessory,1,1,1,1,1,1,0,2,0,0,1,0,1,1,1,1
874982,accessory,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
874983,accessory,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0
874984,accessory,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0
874985,accessory,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
874986,accessory,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
874988,accessory,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1
874993,accessory,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
874994,accessory,1,0,1,1,1,1,1,1,0,0,1,1,1,1,2,1
874996,accessory,6,3,5,0,5,3,2,6,4,6,7,0,1,5,4,2
874997,accessory,3,2,3,2,2,1,2,2,1,3,3,0,0,3,2,1
874998,accessory,0,1,1,1,2,3,2,0,2,2,2,0,1,4,1,1
874999,accessory,3,1,1,1,2,0,2,2,1,2,1,0,0,2,1,1
875000,accessory,0,1,1,1,1,2,1,1,0,2,1,3,1,1,1,2
875001,accessory,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
875002,accessory,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
875003,accessory,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
875004,accessory,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1
875005,accessory,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
875006,accessory,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
875007,accessory,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0
875008,accessory,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0
875009,accessory,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1
875010,accessory,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
875011,accessory,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
875012,accessory,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
875013,accessory,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
875014,accessory,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
875015,accessory,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
875016,accessory,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
875017,accessory,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
875018,accessory,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
875019,accessory,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
875020,accessory,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
875021,accessory,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
875022,accessory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
875023,accessory,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
875024,accessory,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
875025,accessory,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
875026,accessory,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
