# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	gene-DARMORV10_C09P75640.1	9021.2	4307	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
3556at3699	Duplicated	gene-DARMORV10_C09P41310.1	1182.3	530	https://v10-1.orthodb.org/?query=3556at3699	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
3556at3699	Duplicated	gene-DARMORV10_A10P09650.1	1166.7	530	https://v10-1.orthodb.org/?query=3556at3699	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
3558at3699	Complete	gene-DARMORV10_C09P73320.1	1865.8	596	https://v10-1.orthodb.org/?query=3558at3699	Exocyst complex component Exo70
3559at3699	Duplicated	gene-DARMORV10_C09P36040.1	1182.8	571	https://v10-1.orthodb.org/?query=3559at3699	MT-A70-like
3559at3699	Duplicated	gene-DARMORV10_A09P28470.1	1181.2	571	https://v10-1.orthodb.org/?query=3559at3699	MT-A70-like
3565at3699	Duplicated	rna-DARMORV10_A01P37710.1	1071.8	577	https://v10-1.orthodb.org/?query=3565at3699	Pentatricopeptide repeat
3565at3699	Duplicated	rna-DARMORV10_C01P47720.1	1053.8	577	https://v10-1.orthodb.org/?query=3565at3699	Pentatricopeptide repeat
3567at3699	Duplicated	rna-DARMORV10_A01P25340.1	1261.4	574	https://v10-1.orthodb.org/?query=3567at3699	Acetolactate synthase
3567at3699	Duplicated	rna-DARMORV10_C01P32280.1	1259.7	574	https://v10-1.orthodb.org/?query=3567at3699	Acetolactate synthase
3567at3699	Duplicated	rna-DARMORV10_A05P03300.1	1124.8	558	https://v10-1.orthodb.org/?query=3567at3699	Acetolactate synthase
3568at3699	Duplicated	gene-DARMORV10_A10P10910.1	1053.7	520	https://v10-1.orthodb.org/?query=3568at3699	Plastid lipid-associated protein/fibrillin conserved domain
3568at3699	Duplicated	gene-DARMORV10_C09P43300.1	1052.3	520	https://v10-1.orthodb.org/?query=3568at3699	Plastid lipid-associated protein/fibrillin conserved domain
3573at3699	Duplicated	gene-DARMORV10_A09P55650.1	1108.0	529	https://v10-1.orthodb.org/?query=3573at3699	UDPGP family
3573at3699	Duplicated	gene-DARMORV10_C08P38640.1	1107.0	529	https://v10-1.orthodb.org/?query=3573at3699	UDPGP family
3574at3699	Duplicated	gene-DARMORV10_A06P09530.1	1176.8	616	https://v10-1.orthodb.org/?query=3574at3699	Tetratricopeptide repeat
3574at3699	Duplicated	gene-DARMORV10_C05P11250.1	1179.2	610	https://v10-1.orthodb.org/?query=3574at3699	Tetratricopeptide repeat
3576at3699	Duplicated	rna-DARMORV10_A05P05380.1	1117.6	543	https://v10-1.orthodb.org/?query=3576at3699	Pentatricopeptide repeat
3576at3699	Duplicated	rna-DARMORV10_C04P06310.1	1106.0	543	https://v10-1.orthodb.org/?query=3576at3699	Pentatricopeptide repeat
3578at3699	Duplicated	gene-DARMORV10_C01P07750.1	2006.7	568	https://v10-1.orthodb.org/?query=3578at3699	Leucine-rich repeat-containing N-terminal, plant-type
3578at3699	Duplicated	gene-DARMORV10_A01P07020.1	2005.2	567	https://v10-1.orthodb.org/?query=3578at3699	Leucine-rich repeat-containing N-terminal, plant-type
3579at3699	Duplicated	rna-DARMORV10_A10P23520.1	1023.6	549	https://v10-1.orthodb.org/?query=3579at3699	Pentatricopeptide repeat
3579at3699	Duplicated	rna-DARMORV10_C09P61750.1	1003.0	549	https://v10-1.orthodb.org/?query=3579at3699	Pentatricopeptide repeat
3588at3699	Duplicated	gene-DARMORV10_C05P15280.1	1080.2	544	https://v10-1.orthodb.org/?query=3588at3699	Ku70/Ku80 C-terminal arm
3588at3699	Duplicated	gene-DARMORV10_A06P12870.1	1077.5	544	https://v10-1.orthodb.org/?query=3588at3699	Ku70/Ku80 C-terminal arm
3591at3699	Duplicated	gene-DARMORV10_C05P16530.1	1222.3	574	https://v10-1.orthodb.org/?query=3591at3699	Sel1-like repeat
3591at3699	Duplicated	gene-DARMORV10_A06P14270.1	1222.0	574	https://v10-1.orthodb.org/?query=3591at3699	Sel1-like repeat
3600at3699	Duplicated	gene-DARMORV10_C03P37900.1	1162.8	566	https://v10-1.orthodb.org/?query=3600at3699	Poly 
3600at3699	Duplicated	gene-DARMORV10_A03P31090.1	1114.0	566	https://v10-1.orthodb.org/?query=3600at3699	Poly 
3600at3699	Duplicated	gene-DARMORV10_A02P24650.1	1016.4	566	https://v10-1.orthodb.org/?query=3600at3699	Poly 
3604at3699	Duplicated	gene-DARMORV10_C07P11670.1	990.5	546	https://v10-1.orthodb.org/?query=3604at3699	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal
3604at3699	Duplicated	gene-DARMORV10_A07P07760.1	979.6	546	https://v10-1.orthodb.org/?query=3604at3699	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal
3606at3699	Duplicated	rna-DARMORV10_C01P49710.1	1045.5	545	https://v10-1.orthodb.org/?query=3606at3699	Pentatricopeptide repeat
3606at3699	Duplicated	rna-DARMORV10_A01P39080.1	1054.9	544	https://v10-1.orthodb.org/?query=3606at3699	Pentatricopeptide repeat
3608at3699	Duplicated	gene-DARMORV10_A04P33970.1	1069.6	575	https://v10-1.orthodb.org/?query=3608at3699	Metallo-beta-lactamase
3608at3699	Duplicated	gene-DARMORV10_C04P71770.1	1053.5	565	https://v10-1.orthodb.org/?query=3608at3699	Metallo-beta-lactamase
3619at3699	Duplicated	gene-DARMORV10_C09P48540.1	1101.3	538	https://v10-1.orthodb.org/?query=3619at3699	Cwf19-like, C-terminal domain-1
3619at3699	Duplicated	gene-DARMORV10_A10P14170.1	1075.2	538	https://v10-1.orthodb.org/?query=3619at3699	Cwf19-like, C-terminal domain-1
3622at3699	Duplicated	gene-DARMORV10_C02P46710.1	1310.3	612	https://v10-1.orthodb.org/?query=3622at3699	Ubiquitin-like modifier-activating enzyme Atg7
3622at3699	Duplicated	gene-DARMORV10_A02P29440.1	1309.5	612	https://v10-1.orthodb.org/?query=3622at3699	Ubiquitin-like modifier-activating enzyme Atg7
3625at3699	Duplicated	gene-DARMORV10_A08P03520.1	1071.8	641	https://v10-1.orthodb.org/?query=3625at3699	Myosin-2 heavy chain-like protein
3625at3699	Duplicated	gene-DARMORV10_C08P03680.1	1063.3	641	https://v10-1.orthodb.org/?query=3625at3699	Myosin-2 heavy chain-like protein
3635at3699	Duplicated	gene-DARMORV10_C05P28760.1	1096.0	539	https://v10-1.orthodb.org/?query=3635at3699	Glycoside hydrolase family 47
3635at3699	Duplicated	gene-DARMORV10_A09P36520.1	1095.6	539	https://v10-1.orthodb.org/?query=3635at3699	Glycoside hydrolase family 47
3635at3699	Duplicated	gene-DARMORV10_A08P24770.1	1087.5	539	https://v10-1.orthodb.org/?query=3635at3699	Glycoside hydrolase family 47
3635at3699	Duplicated	gene-DARMORV10_C03P76300.1	1086.4	539	https://v10-1.orthodb.org/?query=3635at3699	Glycoside hydrolase family 47
3639at3699	Complete	rna-DARMORV10_A08P10290.1	1133.0	556	https://v10-1.orthodb.org/?query=3639at3699	Pentatricopeptide repeat
3644at3699	Duplicated	gene-DARMORV10_A04P05100.1	1178.4	619	https://v10-1.orthodb.org/?query=3644at3699	Transferrin receptor-like, dimerisation domain
3644at3699	Duplicated	gene-DARMORV10_C04P37600.1	1166.2	619	https://v10-1.orthodb.org/?query=3644at3699	Transferrin receptor-like, dimerisation domain
3644at3699	Duplicated	gene-DARMORV10_A09P47650.1	1177.0	618	https://v10-1.orthodb.org/?query=3644at3699	Transferrin receptor-like, dimerisation domain
3644at3699	Duplicated	gene-DARMORV10_C08P29860.1	1190.7	614	https://v10-1.orthodb.org/?query=3644at3699	Transferrin receptor-like, dimerisation domain
3646at3699	Duplicated	gene-DARMORV10_A07P03420.1	1168.1	636	https://v10-1.orthodb.org/?query=3646at3699	Domain of unknown function DUF4378
3646at3699	Duplicated	gene-DARMORV10_C07P05710.1	1142.7	636	https://v10-1.orthodb.org/?query=3646at3699	Domain of unknown function DUF4378
3652at3699	Duplicated	gene-DARMORV10_A06P06020.1	966.5	486	https://v10-1.orthodb.org/?query=3652at3699	Rhodanese-like domain
3652at3699	Duplicated	gene-DARMORV10_C05P07290.1	960.9	486	https://v10-1.orthodb.org/?query=3652at3699	Rhodanese-like domain
3653at3699	Duplicated	gene-DARMORV10_A06P45940.1	1075.5	559	https://v10-1.orthodb.org/?query=3653at3699	RimM, N-terminal
3653at3699	Duplicated	gene-DARMORV10_C07P29650.1	1071.3	559	https://v10-1.orthodb.org/?query=3653at3699	RimM, N-terminal
3655at3699	Duplicated	gene-DARMORV10_C03P74580.1	1246.4	714	https://v10-1.orthodb.org/?query=3655at3699	Ubiquitin system component CUE
3655at3699	Duplicated	gene-DARMORV10_A08P26070.1	1285.6	713	https://v10-1.orthodb.org/?query=3655at3699	Ubiquitin system component CUE
3657at3699	Duplicated	gene-DARMORV10_A07P34350.1	886.5	550	https://v10-1.orthodb.org/?query=3657at3699	Sieve element occlusion, C-terminal
3657at3699	Duplicated	gene-DARMORV10_C06P42180.1	882.7	549	https://v10-1.orthodb.org/?query=3657at3699	Sieve element occlusion, C-terminal
3658at3699	Duplicated	gene-DARMORV10_A10P33760.1	984.2	516	https://v10-1.orthodb.org/?query=3658at3699	Kelch repeat type 1
3658at3699	Duplicated	gene-DARMORV10_C09P74700.1	961.5	516	https://v10-1.orthodb.org/?query=3658at3699	Kelch repeat type 1
3660at3699	Duplicated	gene-DARMORV10_A06P31750.1	1178.5	676	https://v10-1.orthodb.org/?query=3660at3699	Chromo domain
3660at3699	Duplicated	gene-DARMORV10_C03P61240.1	1174.7	675	https://v10-1.orthodb.org/?query=3660at3699	Chromo domain
3672at3699	Duplicated	gene-DARMORV10_A01P01040.1	1202.5	586	https://v10-1.orthodb.org/?query=3672at3699	Nucleobase-ascorbate transporter 11
3672at3699	Duplicated	gene-DARMORV10_C01P01160.1	1190.3	585	https://v10-1.orthodb.org/?query=3672at3699	Nucleobase-ascorbate transporter 11
3675at3699	Duplicated	gene-DARMORV10_C04P71360.1	1049.4	520	https://v10-1.orthodb.org/?query=3675at3699	Carotenoid cleavage dioxygenase 7
3675at3699	Duplicated	gene-DARMORV10_A04P33590.1	1047.4	520	https://v10-1.orthodb.org/?query=3675at3699	Carotenoid cleavage dioxygenase 7
3676at3699	Duplicated	gene-DARMORV10_A09P16480.1	1216.4	588	https://v10-1.orthodb.org/?query=3676at3699	Pentatricopeptide repeat
3676at3699	Duplicated	gene-DARMORV10_C09P20040.1	1201.9	588	https://v10-1.orthodb.org/?query=3676at3699	Pentatricopeptide repeat
3680at3699	Duplicated	gene-DARMORV10_A06P15700.1	1072.6	580	https://v10-1.orthodb.org/?query=3680at3699	Pentatricopeptide repeat
3680at3699	Duplicated	gene-DARMORV10_C05P18020.1	1072.4	580	https://v10-1.orthodb.org/?query=3680at3699	Pentatricopeptide repeat
3687at3699	Duplicated	rna-DARMORV10_A03P01030.1	1303.0	624	https://v10-1.orthodb.org/?query=3687at3699	Protein kinase domain
3687at3699	Duplicated	rna-DARMORV10_C03P01330.1	1298.9	624	https://v10-1.orthodb.org/?query=3687at3699	Protein kinase domain
3689at3699	Duplicated	rna-DARMORV10_A07P17460.1	1035.8	550	https://v10-1.orthodb.org/?query=3689at3699	Pentatricopeptide repeat
3689at3699	Duplicated	rna-DARMORV10_C07P25390.1	1033.5	550	https://v10-1.orthodb.org/?query=3689at3699	Pentatricopeptide repeat
3699at3699	Duplicated	rna-DARMORV10_A09P25880.1	1224.4	611	https://v10-1.orthodb.org/?query=3699at3699	Protein kinase domain
3699at3699	Duplicated	rna-DARMORV10_C09P32770.1	1221.2	611	https://v10-1.orthodb.org/?query=3699at3699	Protein kinase domain
3703at3699	Duplicated	gene-DARMORV10_C04P23130.1	1101.8	555	https://v10-1.orthodb.org/?query=3703at3699	Auxin response factor
3703at3699	Duplicated	gene-DARMORV10_A07P18910.1	1101.4	555	https://v10-1.orthodb.org/?query=3703at3699	Auxin response factor
3708at3699	Duplicated	rna-DARMORV10_A09P04260.1	1067.7	607	https://v10-1.orthodb.org/?query=3708at3699	Protein kinase domain
3708at3699	Duplicated	rna-DARMORV10_C09P04500.1	1055.4	607	https://v10-1.orthodb.org/?query=3708at3699	Protein kinase domain
3712at3699	Duplicated	gene-DARMORV10_A03P44500.1	1096.4	546	https://v10-1.orthodb.org/?query=3712at3699	Aminotransferase-like, plant mobile domain
3712at3699	Duplicated	gene-DARMORV10_C03P55310.1	1091.5	546	https://v10-1.orthodb.org/?query=3712at3699	Aminotransferase-like, plant mobile domain
3713at3699	Duplicated	gene-DARMORV10_C08P23370.1	1094.3	559	https://v10-1.orthodb.org/?query=3713at3699	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
3713at3699	Duplicated	gene-DARMORV10_A06P19300.1	1088.9	552	https://v10-1.orthodb.org/?query=3713at3699	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
3721at3699	Duplicated	gene-DARMORV10_A07P44120.1	1134.1	574	https://v10-1.orthodb.org/?query=3721at3699	Leucine-rich repeat
3721at3699	Duplicated	gene-DARMORV10_C06P52850.1	1132.2	574	https://v10-1.orthodb.org/?query=3721at3699	Leucine-rich repeat
3726at3699	Duplicated	gene-DARMORV10_A02P04570.1	1225.6	662	https://v10-1.orthodb.org/?query=3726at3699	MIF4G-like domain superfamily
3726at3699	Duplicated	gene-DARMORV10_C02P09500.1	1213.5	662	https://v10-1.orthodb.org/?query=3726at3699	MIF4G-like domain superfamily
3731at3699	Duplicated	gene-DARMORV10_C04P43270.1	1135.1	555	https://v10-1.orthodb.org/?query=3731at3699	O-fucosyltransferase 35
3731at3699	Duplicated	gene-DARMORV10_A04P09760.1	1120.5	555	https://v10-1.orthodb.org/?query=3731at3699	O-fucosyltransferase 35
3735at3699	Duplicated	gene-DARMORV10_A01P37300.1	1098.7	556	https://v10-1.orthodb.org/?query=3735at3699	Cell division control protein 24, OB domain 2
3735at3699	Duplicated	gene-DARMORV10_C01P47240.1	1081.6	556	https://v10-1.orthodb.org/?query=3735at3699	Cell division control protein 24, OB domain 2
3737at3699	Duplicated	gene-DARMORV10_A09P68070.1	948.8	559	https://v10-1.orthodb.org/?query=3737at3699	Zinc finger, RING-type
3737at3699	Duplicated	gene-DARMORV10_C08P52510.1	935.2	559	https://v10-1.orthodb.org/?query=3737at3699	Zinc finger, RING-type
3745at3699	Duplicated	rna-DARMORV10_C08P10810.1	1039.4	556	https://v10-1.orthodb.org/?query=3745at3699	Protein kinase domain
3745at3699	Duplicated	rna-DARMORV10_A08P20110.1	1038.8	556	https://v10-1.orthodb.org/?query=3745at3699	Protein kinase domain
3752at3699	Duplicated	gene-DARMORV10_A09P41750.1	1150.1	631	https://v10-1.orthodb.org/?query=3752at3699	Pentatricopeptide repeat
3752at3699	Duplicated	gene-DARMORV10_C05P22170.1	1129.4	631	https://v10-1.orthodb.org/?query=3752at3699	Pentatricopeptide repeat
3755at3699	Duplicated	gene-DARMORV10_A09P19290.1	908.4	623	https://v10-1.orthodb.org/?query=3755at3699	uncharacterized protein LOC103838709
3755at3699	Duplicated	gene-DARMORV10_C09P24290.1	897.3	623	https://v10-1.orthodb.org/?query=3755at3699	uncharacterized protein LOC103838709
3761at3699	Duplicated	gene-DARMORV10_A04P19710.1	1096.9	581	https://v10-1.orthodb.org/?query=3761at3699	Leucine-rich repeat
3761at3699	Duplicated	gene-DARMORV10_C04P55360.1	1089.0	581	https://v10-1.orthodb.org/?query=3761at3699	Leucine-rich repeat
3768at3699	Duplicated	gene-DARMORV10_A02P18950.1	1147.9	553	https://v10-1.orthodb.org/?query=3768at3699	AT1G73930 protein
3768at3699	Duplicated	gene-DARMORV10_C02P31490.1	1133.6	553	https://v10-1.orthodb.org/?query=3768at3699	AT1G73930 protein
3774at3699	Duplicated	rna-DARMORV10_A05P08860.1	1027.4	535	https://v10-1.orthodb.org/?query=3774at3699	Pentatricopeptide repeat
3774at3699	Duplicated	rna-DARMORV10_C04P10990.1	1023.0	535	https://v10-1.orthodb.org/?query=3774at3699	Pentatricopeptide repeat
3774at3699	Duplicated	rna-DARMORV10_A05P08840.1	985.4	535	https://v10-1.orthodb.org/?query=3774at3699	Pentatricopeptide repeat
3775at3699	Duplicated	gene-DARMORV10_C03P54590.1	1450.5	833	https://v10-1.orthodb.org/?query=3775at3699	Formin-like protein
3775at3699	Duplicated	gene-DARMORV10_A03P44210.1	1446.0	833	https://v10-1.orthodb.org/?query=3775at3699	Formin-like protein
3781at3699	Duplicated	rna-DARMORV10_A06P06540.1	968.4	517	https://v10-1.orthodb.org/?query=3781at3699	Pentatricopeptide repeat
3781at3699	Duplicated	rna-DARMORV10_C05P07930.1	963.5	517	https://v10-1.orthodb.org/?query=3781at3699	Pentatricopeptide repeat
3786at3699	Duplicated	gene-DARMORV10_A06P39130.1	1243.3	573	https://v10-1.orthodb.org/?query=3786at3699	HAUS augmin-like complex subunit 3
3786at3699	Duplicated	gene-DARMORV10_C07P39210.1	1241.9	573	https://v10-1.orthodb.org/?query=3786at3699	HAUS augmin-like complex subunit 3
3790at3699	Duplicated	gene-DARMORV10_C08P30050.1	513.0	259	https://v10-1.orthodb.org/?query=3790at3699	Sec1-like protein
3790at3699	Duplicated	gene-DARMORV10_A09P47800.1	512.9	259	https://v10-1.orthodb.org/?query=3790at3699	Sec1-like protein
3791at3699	Duplicated	gene-DARMORV10_A03P59750.1	1132.5	522	https://v10-1.orthodb.org/?query=3791at3699	Carbohydrate kinase, FGGY, C-terminal
3791at3699	Duplicated	gene-DARMORV10_C07P57810.1	1131.3	522	https://v10-1.orthodb.org/?query=3791at3699	Carbohydrate kinase, FGGY, C-terminal
3792at3699	Duplicated	gene-DARMORV10_A07P26400.1	1333.9	621	https://v10-1.orthodb.org/?query=3792at3699	DnaJ domain
3792at3699	Duplicated	gene-DARMORV10_C06P28790.1	1329.5	621	https://v10-1.orthodb.org/?query=3792at3699	DnaJ domain
3795at3699	Duplicated	gene-DARMORV10_C01P15010.1	1097.7	538	https://v10-1.orthodb.org/?query=3795at3699	Pentatricopeptide repeat
3795at3699	Duplicated	gene-DARMORV10_A01P12430.1	1094.9	538	https://v10-1.orthodb.org/?query=3795at3699	Pentatricopeptide repeat
3797at3699	Duplicated	gene-DARMORV10_C07P27710.1	1025.2	532	https://v10-1.orthodb.org/?query=3797at3699	DNA polymerase, Y-family, little finger domain
3797at3699	Duplicated	gene-DARMORV10_A06P46940.1	1021.6	532	https://v10-1.orthodb.org/?query=3797at3699	DNA polymerase, Y-family, little finger domain
3799at3699	Duplicated	rna-DARMORV10_A10P07650.1	1110.3	565	https://v10-1.orthodb.org/?query=3799at3699	Pentatricopeptide repeat
3799at3699	Duplicated	rna-DARMORV10_C06P00490.1	1100.5	565	https://v10-1.orthodb.org/?query=3799at3699	Pentatricopeptide repeat
3800at3699	Duplicated	gene-DARMORV10_A05P28650.1	622.5	386	https://v10-1.orthodb.org/?query=3800at3699	Lipid-binding serum glycoprotein, C-terminal
3800at3699	Duplicated	gene-DARMORV10_C05P44050.1	620.3	386	https://v10-1.orthodb.org/?query=3800at3699	Lipid-binding serum glycoprotein, C-terminal
3802at3699	Duplicated	gene-DARMORV10_C05P49470.1	1090.7	509	https://v10-1.orthodb.org/?query=3802at3699	AMP-binding enzyme, C-terminal domain
3802at3699	Duplicated	gene-DARMORV10_A05P32760.1	1090.6	509	https://v10-1.orthodb.org/?query=3802at3699	AMP-binding enzyme, C-terminal domain
3805at3699	Duplicated	gene-DARMORV10_A01P23240.1	1034.3	527	https://v10-1.orthodb.org/?query=3805at3699	SAC domain
3805at3699	Duplicated	gene-DARMORV10_C01P28880.1	1033.2	527	https://v10-1.orthodb.org/?query=3805at3699	SAC domain
3812at3699	Duplicated	gene-DARMORV10_A02P01890.1	1200.5	554	https://v10-1.orthodb.org/?query=3812at3699	Proton-dependent oligopeptide transporter family
3812at3699	Duplicated	gene-DARMORV10_C02P06110.1	1191.3	554	https://v10-1.orthodb.org/?query=3812at3699	Proton-dependent oligopeptide transporter family
3815at3699	Duplicated	rna-DARMORV10_A06P06610.1	1159.8	510	https://v10-1.orthodb.org/?query=3815at3699	Pentatricopeptide repeat
3815at3699	Duplicated	rna-DARMORV10_C05P08020.1	1158.0	510	https://v10-1.orthodb.org/?query=3815at3699	Pentatricopeptide repeat
3819at3699	Complete	gene-DARMORV10_A04P06180.1	1306.2	612	https://v10-1.orthodb.org/?query=3819at3699	Protein kinase domain
3821at3699	Duplicated	gene-DARMORV10_A09P08180.1	1176.1	580	https://v10-1.orthodb.org/?query=3821at3699	Tetratricopeptide repeat
3821at3699	Duplicated	gene-DARMORV10_C09P09230.1	1172.4	580	https://v10-1.orthodb.org/?query=3821at3699	Tetratricopeptide repeat
3822at3699	Duplicated	gene-DARMORV10_A02P03420.1	1112.4	573	https://v10-1.orthodb.org/?query=3822at3699	Chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic
3822at3699	Duplicated	gene-DARMORV10_C02P08180.1	1079.2	573	https://v10-1.orthodb.org/?query=3822at3699	Chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic
3824at3699	Complete	rna-DARMORV10_C09P08190.1	1153.4	576	https://v10-1.orthodb.org/?query=3824at3699	Pentatricopeptide repeat
3825at3699	Duplicated	gene-DARMORV10_C09P69520.1	1079.1	573	https://v10-1.orthodb.org/?query=3825at3699	uncharacterized protein LOC9307337
3825at3699	Duplicated	gene-DARMORV10_A10P29130.1	1075.9	573	https://v10-1.orthodb.org/?query=3825at3699	uncharacterized protein LOC9307337
3827at3699	Duplicated	rna-DARMORV10_C03P14980.1	1112.1	544	https://v10-1.orthodb.org/?query=3827at3699	Muniscin C-terminal
3827at3699	Duplicated	rna-DARMORV10_A03P12820.1	1110.9	544	https://v10-1.orthodb.org/?query=3827at3699	Muniscin C-terminal
3827at3699	Duplicated	rna-DARMORV10_C09P49310.1	1090.2	544	https://v10-1.orthodb.org/?query=3827at3699	Muniscin C-terminal
3827at3699	Duplicated	rna-DARMORV10_A10P14890.1	1082.9	544	https://v10-1.orthodb.org/?query=3827at3699	Muniscin C-terminal
3829at3699	Duplicated	gene-DARMORV10_A06P07690.1	1166.2	568	https://v10-1.orthodb.org/?query=3829at3699	Pentatricopeptide repeat
3829at3699	Duplicated	gene-DARMORV10_C05P09280.1	1166.6	566	https://v10-1.orthodb.org/?query=3829at3699	Pentatricopeptide repeat
3839at3699	Duplicated	rna-DARMORV10_A10P10170.1	1075.6	526	https://v10-1.orthodb.org/?query=3839at3699	Pentatricopeptide repeat
3839at3699	Duplicated	rna-DARMORV10_C09P42140.1	1070.5	526	https://v10-1.orthodb.org/?query=3839at3699	Pentatricopeptide repeat
3840at3699	Duplicated	gene-DARMORV10_A06P00120.1	1113.0	549	https://v10-1.orthodb.org/?query=3840at3699	Leucine-rich repeat
3840at3699	Duplicated	gene-DARMORV10_C06P10530.1	1101.8	549	https://v10-1.orthodb.org/?query=3840at3699	Leucine-rich repeat
3841at3699	Complete	gene-DARMORV10_A02P44580.1	1136.7	544	https://v10-1.orthodb.org/?query=3841at3699	Armadillo
3844at3699	Duplicated	rna-DARMORV10_A07P03530.1	1127.1	550	https://v10-1.orthodb.org/?query=3844at3699	Pentatricopeptide repeat
3844at3699	Duplicated	rna-DARMORV10_C07P05720.1	1119.6	548	https://v10-1.orthodb.org/?query=3844at3699	Pentatricopeptide repeat
3847at3699	Duplicated	gene-DARMORV10_A05P00920.1	1044.6	569	https://v10-1.orthodb.org/?query=3847at3699	Protein of unknown function DUF3754
3847at3699	Duplicated	gene-DARMORV10_C04P01070.1	1050.0	565	https://v10-1.orthodb.org/?query=3847at3699	Protein of unknown function DUF3754
3848at3699	Duplicated	gene-DARMORV10_A07P34030.1	1148.0	590	https://v10-1.orthodb.org/?query=3848at3699	Leucine-rich repeat
3848at3699	Duplicated	gene-DARMORV10_C06P42810.1	1146.3	590	https://v10-1.orthodb.org/?query=3848at3699	Leucine-rich repeat
3849at3699	Duplicated	gene-DARMORV10_A10P08480.1	1286.8	604	https://v10-1.orthodb.org/?query=3849at3699	Quinolinate synthetase A
3849at3699	Duplicated	gene-DARMORV10_C09P38860.1	1284.3	604	https://v10-1.orthodb.org/?query=3849at3699	Quinolinate synthetase A
3852at3699	Duplicated	gene-DARMORV10_A01P06020.1	747.8	488	https://v10-1.orthodb.org/?query=3852at3699	Vacuolar protein sorting-associated protein Ist1
3852at3699	Duplicated	gene-DARMORV10_C01P06620.1	744.7	488	https://v10-1.orthodb.org/?query=3852at3699	Vacuolar protein sorting-associated protein Ist1
3855at3699	Complete	gene-DARMORV10_C02P01580.1	1067.0	492	https://v10-1.orthodb.org/?query=3855at3699	Malate synthase
3857at3699	Duplicated	gene-DARMORV10_A02P14950.1	1136.1	576	https://v10-1.orthodb.org/?query=3857at3699	Leucine-rich repeat
3857at3699	Duplicated	gene-DARMORV10_C02P24480.1	1130.7	576	https://v10-1.orthodb.org/?query=3857at3699	Leucine-rich repeat
3862at3699	Duplicated	gene-DARMORV10_A06P48050.1	1049.3	519	https://v10-1.orthodb.org/?query=3862at3699	Xylanase inhibitor, C-terminal
3862at3699	Duplicated	gene-DARMORV10_C04P24740.1	1043.3	519	https://v10-1.orthodb.org/?query=3862at3699	Xylanase inhibitor, C-terminal
3866at3699	Complete	gene-DARMORV10_A08P07930.1	1076.7	499	https://v10-1.orthodb.org/?query=3866at3699	Serine hydroxymethyltransferase
3867at3699	Duplicated	gene-DARMORV10_C05P61230.1	1026.0	532	https://v10-1.orthodb.org/?query=3867at3699	Protein kinase domain
3867at3699	Duplicated	gene-DARMORV10_A05P41980.1	1025.0	532	https://v10-1.orthodb.org/?query=3867at3699	Protein kinase domain
3871at3699	Duplicated	gene-DARMORV10_A06P48100.1	1107.3	548	https://v10-1.orthodb.org/?query=3871at3699	Protein kinase domain
3871at3699	Duplicated	gene-DARMORV10_C04P25140.1	1104.1	548	https://v10-1.orthodb.org/?query=3871at3699	Protein kinase domain
3878at3699	Duplicated	gene-DARMORV10_C03P62220.1	1102.1	504	https://v10-1.orthodb.org/?query=3878at3699	Aminoacyl-tRNA synthetase, class I, anticodon-binding
3878at3699	Duplicated	gene-DARMORV10_A06P30760.1	1100.8	504	https://v10-1.orthodb.org/?query=3878at3699	Aminoacyl-tRNA synthetase, class I, anticodon-binding
3879at3699	Duplicated	gene-DARMORV10_A06P19550.1	1022.9	508	https://v10-1.orthodb.org/?query=3879at3699	Anaphase-promoting complex subunit 8
3879at3699	Duplicated	gene-DARMORV10_C08P23030.1	1016.0	508	https://v10-1.orthodb.org/?query=3879at3699	Anaphase-promoting complex subunit 8
3879at3699	Duplicated	gene-DARMORV10_C01P31930.1	1013.7	508	https://v10-1.orthodb.org/?query=3879at3699	Anaphase-promoting complex subunit 8
3879at3699	Duplicated	gene-DARMORV10_A01P25460.1	1010.7	508	https://v10-1.orthodb.org/?query=3879at3699	Anaphase-promoting complex subunit 8
3881at3699	Duplicated	gene-DARMORV10_C03P64020.1	1153.3	543	https://v10-1.orthodb.org/?query=3881at3699	Leucine-rich repeat-containing N-terminal, plant-type
3881at3699	Duplicated	gene-DARMORV10_A06P29500.1	1136.6	543	https://v10-1.orthodb.org/?query=3881at3699	Leucine-rich repeat-containing N-terminal, plant-type
3881at3699	Duplicated	gene-DARMORV10_C09P08800.1	1131.4	541	https://v10-1.orthodb.org/?query=3881at3699	Leucine-rich repeat-containing N-terminal, plant-type
