# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C5G052380.1	9022.2	4307	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
795at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G028050.1	1778.2	1005	https://v10-1.orthodb.org/?query=795at3699	MMS19, N-terminal
795at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G047780.1	1707.2	1005	https://v10-1.orthodb.org/?query=795at3699	MMS19, N-terminal
797at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G010640.1	1820.0	859	https://v10-1.orthodb.org/?query=797at3699	Starch synthase, catalytic domain
797at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G012490.1	1819.2	845	https://v10-1.orthodb.org/?query=797at3699	Starch synthase, catalytic domain
799at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G060070.1	1417.2	1028	https://v10-1.orthodb.org/?query=799at3699	Calmodulin-binding domain, plant
799at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G039070.1	1412.4	1028	https://v10-1.orthodb.org/?query=799at3699	Calmodulin-binding domain, plant
802at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G069310.1	1610.1	896	https://v10-1.orthodb.org/?query=802at3699	WD40/YVTN repeat-like-containing domain superfamily
802at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G052380.1	1557.3	850	https://v10-1.orthodb.org/?query=802at3699	WD40/YVTN repeat-like-containing domain superfamily
806at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G044500.1	1548.7	849	https://v10-1.orthodb.org/?query=806at3699	DNA polymerase, Y-family, little finger domain
806at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G019890.1	1540.7	837	https://v10-1.orthodb.org/?query=806at3699	DNA polymerase, Y-family, little finger domain
812at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G062930.1	1740.7	857	https://v10-1.orthodb.org/?query=812at3699	Zinc finger, RING-type
812at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G041810.1	1656.9	816	https://v10-1.orthodb.org/?query=812at3699	Zinc finger, RING-type
814at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G005110.1	1841.4	865	https://v10-1.orthodb.org/?query=814at3699	C2 domain
814at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G017570.1	1839.9	864	https://v10-1.orthodb.org/?query=814at3699	C2 domain
822at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C1G053070.1	1502.3	922	https://v10-1.orthodb.org/?query=822at3699	ARM repeat superfamily protein
825at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G040350.1	1545.6	851	https://v10-1.orthodb.org/?query=825at3699	Calmodulin-binding transcription activator 3
825at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G004690.1	1561.2	849	https://v10-1.orthodb.org/?query=825at3699	Calmodulin-binding transcription activator 3
825at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G041550.1	1331.7	759	https://v10-1.orthodb.org/?query=825at3699	Calmodulin-binding transcription activator 3
828at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G031090.1	1573.5	884	https://v10-1.orthodb.org/?query=828at3699	Glycosyl hydrolase family 38, C-terminal
828at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G063620.1	1516.5	821	https://v10-1.orthodb.org/?query=828at3699	Glycosyl hydrolase family 38, C-terminal
829at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G016380.1	1790.1	987	https://v10-1.orthodb.org/?query=829at3699	Cation/H+ exchanger
829at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G047930.1	1639.0	922	https://v10-1.orthodb.org/?query=829at3699	Cation/H+ exchanger
835at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G038920.1	1864.7	883	https://v10-1.orthodb.org/?query=835at3699	Leucine-rich repeat
835at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G008170.1	1652.2	824	https://v10-1.orthodb.org/?query=835at3699	Leucine-rich repeat
838at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G026820.1	1751.4	792	https://v10-1.orthodb.org/?query=838at3699	1,4-alpha-glucan-branching enzyme
838at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G031640.1	1595.0	786	https://v10-1.orthodb.org/?query=838at3699	1,4-alpha-glucan-branching enzyme
840at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G036680.1	1792.0	889	https://v10-1.orthodb.org/?query=840at3699	Leucine-rich repeat
840at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G049710.1	1813.1	888	https://v10-1.orthodb.org/?query=840at3699	Leucine-rich repeat
841at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G008460.1	1660.1	800	https://v10-1.orthodb.org/?query=841at3699	Glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein
841at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G000420.1	1657.2	800	https://v10-1.orthodb.org/?query=841at3699	Glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein
842at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G054240.1	1560.9	870	https://v10-1.orthodb.org/?query=842at3699	SNF2-related, N-terminal domain
842at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G044780.1	1625.9	865	https://v10-1.orthodb.org/?query=842at3699	SNF2-related, N-terminal domain
847at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G050300.1	1786.2	850	https://v10-1.orthodb.org/?query=847at3699	PAS domain
847at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G008270.1	1781.9	850	https://v10-1.orthodb.org/?query=847at3699	PAS domain
849at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C9G022210.1	1500.0	805	https://v10-1.orthodb.org/?query=849at3699	WD40 repeat
852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G005070.1	1861.9	880	https://v10-1.orthodb.org/?query=852at3699	P-type ATPase
852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G001610.1	1854.4	879	https://v10-1.orthodb.org/?query=852at3699	P-type ATPase
852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G019490.1	1751.7	879	https://v10-1.orthodb.org/?query=852at3699	P-type ATPase
852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G015390.1	1641.1	877	https://v10-1.orthodb.org/?query=852at3699	P-type ATPase
852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G016960.1	1584.5	801	https://v10-1.orthodb.org/?query=852at3699	P-type ATPase
852at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G019870.1	1587.2	800	https://v10-1.orthodb.org/?query=852at3699	P-type ATPase
857at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C9G003490.1	1634.6	780	https://v10-1.orthodb.org/?query=857at3699	Ferric reductase, NAD binding domain
859at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G025870.1	1784.5	881	https://v10-1.orthodb.org/?query=859at3699	Pentatricopeptide repeat
859at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G019140.1	1774.4	881	https://v10-1.orthodb.org/?query=859at3699	Pentatricopeptide repeat
869at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C5G008240.1	1480.5	962	https://v10-1.orthodb.org/?query=869at3699	FY-rich, C-terminal
871at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G031240.1	1130.5	545	https://v10-1.orthodb.org/?query=871at3699	DNA mismatch repair protein MutS, core
871at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G018310.1	1125.3	545	https://v10-1.orthodb.org/?query=871at3699	DNA mismatch repair protein MutS, core
872at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G042850.1	1677.6	920	https://v10-1.orthodb.org/?query=872at3699	WD40 repeat
872at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G043760.1	1648.9	920	https://v10-1.orthodb.org/?query=872at3699	WD40 repeat
875at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G031800.1	1877.9	990	https://v10-1.orthodb.org/?query=875at3699	Leucine-rich repeat
875at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G040180.1	1857.4	990	https://v10-1.orthodb.org/?query=875at3699	Leucine-rich repeat
876at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G014090.1	1697.6	869	https://v10-1.orthodb.org/?query=876at3699	Zinc finger, CCCH-type
876at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012S110G000040.1	1661.2	869	https://v10-1.orthodb.org/?query=876at3699	Zinc finger, CCCH-type
878at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G031990.1	1852.2	898	https://v10-1.orthodb.org/?query=878at3699	Leucine-rich repeat
878at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G040380.1	1848.5	898	https://v10-1.orthodb.org/?query=878at3699	Leucine-rich repeat
889at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G038780.1	1769.7	833	https://v10-1.orthodb.org/?query=889at3699	Alpha-1,6-glucosidases, pullulanase-type
889at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G059740.1	1754.3	833	https://v10-1.orthodb.org/?query=889at3699	Alpha-1,6-glucosidases, pullulanase-type
891at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G025870.1	1655.0	851	https://v10-1.orthodb.org/?query=891at3699	Pentatricopeptide repeat
891at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G016170.1	1654.6	841	https://v10-1.orthodb.org/?query=891at3699	Pentatricopeptide repeat
893at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G045850.1	1763.6	887	https://v10-1.orthodb.org/?query=893at3699	DNA mismatch repair protein MutS, core
893at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G063860.1	1578.4	834	https://v10-1.orthodb.org/?query=893at3699	DNA mismatch repair protein MutS, core
898at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012C1G019990.1	2048.3	985	https://v10-1.orthodb.org/?query=898at3699	Kinesin motor domain
903at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G030740.1	1596.3	871	https://v10-1.orthodb.org/?query=903at3699	BTB/POZ domain
903at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G005780.1	1521.2	848	https://v10-1.orthodb.org/?query=903at3699	BTB/POZ domain
906at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G015580.1	1848.5	965	https://v10-1.orthodb.org/?query=906at3699	Timeless protein
906at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G031320.1	1837.4	965	https://v10-1.orthodb.org/?query=906at3699	Timeless protein
908at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G035560.1	1704.7	911	https://v10-1.orthodb.org/?query=908at3699	Helicase, C-terminal
908at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G056140.1	1542.2	887	https://v10-1.orthodb.org/?query=908at3699	Helicase, C-terminal
911at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G045530.1	1900.1	882	https://v10-1.orthodb.org/?query=911at3699	ATP-dependent RNA helicase Ski2, C-terminal
911at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G037600.1	1801.0	878	https://v10-1.orthodb.org/?query=911at3699	ATP-dependent RNA helicase Ski2, C-terminal
918at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G014110.1	2009.9	973	https://v10-1.orthodb.org/?query=918at3699	Leucine-rich repeat
918at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G024340.1	2006.0	973	https://v10-1.orthodb.org/?query=918at3699	Leucine-rich repeat
920at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012B3G029530.1	1663.7	820	https://v10-1.orthodb.org/?query=920at3699	Pentatricopeptide repeat
921at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G022540.1	1686.9	863	https://v10-1.orthodb.org/?query=921at3699	Dis3-like cold-shock domain 2
921at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G053430.1	1494.6	803	https://v10-1.orthodb.org/?query=921at3699	Dis3-like cold-shock domain 2
922at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G007070.1	1754.8	772	https://v10-1.orthodb.org/?query=922at3699	Beta-galactosidase
922at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G061440.1	1744.8	772	https://v10-1.orthodb.org/?query=922at3699	Beta-galactosidase
922at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G069660.1	1744.5	772	https://v10-1.orthodb.org/?query=922at3699	Beta-galactosidase
922at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G052810.1	1738.8	772	https://v10-1.orthodb.org/?query=922at3699	Beta-galactosidase
925at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G053610.1	1787.3	873	https://v10-1.orthodb.org/?query=925at3699	Tetratricopeptide repeat
925at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G005800.1	1786.0	872	https://v10-1.orthodb.org/?query=925at3699	Tetratricopeptide repeat
926at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012B5G054840.1	1744.0	825	https://v10-1.orthodb.org/?query=926at3699	Protein kinase domain
927at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G050110.1	1647.8	765	https://v10-1.orthodb.org/?query=927at3699	Glycoside hydrolase 35, catalytic domain
927at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G045580.1	1644.6	765	https://v10-1.orthodb.org/?query=927at3699	Glycoside hydrolase 35, catalytic domain
929at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G010390.1	1718.2	891	https://v10-1.orthodb.org/?query=929at3699	Nucleic acid binding protein
929at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G021500.1	1652.4	891	https://v10-1.orthodb.org/?query=929at3699	Nucleic acid binding protein
930at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G003780.1	1777.5	850	https://v10-1.orthodb.org/?query=930at3699	DNA-directed RNA polymerase
930at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G034550.1	1770.6	845	https://v10-1.orthodb.org/?query=930at3699	DNA-directed RNA polymerase
931at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G007060.1	1884.3	867	https://v10-1.orthodb.org/?query=931at3699	PIN domain
931at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G065120.1	1826.6	852	https://v10-1.orthodb.org/?query=931at3699	PIN domain
932at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G054270.1	1551.1	771	https://v10-1.orthodb.org/?query=932at3699	DNA topoisomerase
932at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G003420.1	1466.4	756	https://v10-1.orthodb.org/?query=932at3699	DNA topoisomerase
933at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G060370.1	1626.9	768	https://v10-1.orthodb.org/?query=933at3699	Ferric reductase, NAD binding domain
933at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G082940.1	1442.0	703	https://v10-1.orthodb.org/?query=933at3699	Ferric reductase, NAD binding domain
936at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G029420.1	1789.7	864	https://v10-1.orthodb.org/?query=936at3699	DNA2/NAM7 helicase, AAA domain
936at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G012860.1	1770.3	860	https://v10-1.orthodb.org/?query=936at3699	DNA2/NAM7 helicase, AAA domain
942at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G001500.1	1769.8	815	https://v10-1.orthodb.org/?query=942at3699	WD40/YVTN repeat-like-containing domain superfamily
942at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G018680.1	1763.5	815	https://v10-1.orthodb.org/?query=942at3699	WD40/YVTN repeat-like-containing domain superfamily
945at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G034910.1	1496.1	821	https://v10-1.orthodb.org/?query=945at3699	FYVE zinc finger
945at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G052510.1	1479.9	787	https://v10-1.orthodb.org/?query=945at3699	FYVE zinc finger
947at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G022840.1	1826.4	851	https://v10-1.orthodb.org/?query=947at3699	Vacuolar protein sorting-associated protein 41 homolog
947at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G011990.1	1825.7	851	https://v10-1.orthodb.org/?query=947at3699	Vacuolar protein sorting-associated protein 41 homolog
948at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G039400.1	1762.5	900	https://v10-1.orthodb.org/?query=948at3699	N-terminal acetyltransferase B complex auxiliary subunit NAA25
948at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G021870.1	1751.5	900	https://v10-1.orthodb.org/?query=948at3699	N-terminal acetyltransferase B complex auxiliary subunit NAA25
950at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G000940.1	1829.0	911	https://v10-1.orthodb.org/?query=950at3699	Leucine-rich repeat
950at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G013960.1	1819.2	911	https://v10-1.orthodb.org/?query=950at3699	Leucine-rich repeat
954at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G032580.1	1856.9	901	https://v10-1.orthodb.org/?query=954at3699	Glycine-tRNA ligase, alpha subunit
954at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G024440.1	1861.8	900	https://v10-1.orthodb.org/?query=954at3699	Glycine-tRNA ligase, alpha subunit
956at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G032680.1	1676.9	893	https://v10-1.orthodb.org/?query=956at3699	Pentatricopeptide repeat
956at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G061210.1	1671.9	893	https://v10-1.orthodb.org/?query=956at3699	Pentatricopeptide repeat
959at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G030240.1	1718.6	817	https://v10-1.orthodb.org/?query=959at3699	Clp, N-terminal
959at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G033850.1	1751.0	816	https://v10-1.orthodb.org/?query=959at3699	Clp, N-terminal
959at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G050030.1	1740.9	815	https://v10-1.orthodb.org/?query=959at3699	Clp, N-terminal
959at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G003950.1	1739.8	815	https://v10-1.orthodb.org/?query=959at3699	Clp, N-terminal
960at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G069780.1	1847.3	887	https://v10-1.orthodb.org/?query=960at3699	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
960at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G052980.1	1641.5	844	https://v10-1.orthodb.org/?query=960at3699	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
965at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G025760.1	1699.5	859	https://v10-1.orthodb.org/?query=965at3699	Pentatricopeptide repeat
965at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G022430.1	1681.2	858	https://v10-1.orthodb.org/?query=965at3699	Pentatricopeptide repeat
965at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G038410.1	1611.4	826	https://v10-1.orthodb.org/?query=965at3699	Pentatricopeptide repeat
965at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G072540.1	1578.3	810	https://v10-1.orthodb.org/?query=965at3699	Pentatricopeptide repeat
974at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G010280.1	1585.1	784	https://v10-1.orthodb.org/?query=974at3699	5'-3' exoribonuclease
974at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G051940.1	1578.4	782	https://v10-1.orthodb.org/?query=974at3699	5'-3' exoribonuclease
978at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012B3G009690.1	1856.1	914	https://v10-1.orthodb.org/?query=978at3699	Importin-beta, N-terminal domain
980at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G014510.1	1724.2	882	https://v10-1.orthodb.org/?query=980at3699	Exportin-1/Importin-beta-like
980at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G047640.1	1711.8	881	https://v10-1.orthodb.org/?query=980at3699	Exportin-1/Importin-beta-like
985at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C8G024450.1	1443.4	844	https://v10-1.orthodb.org/?query=985at3699	Transmembrane protein
985at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G042200.1	1358.6	800	https://v10-1.orthodb.org/?query=985at3699	Transmembrane protein
989at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G046230.1	1983.5	950	https://v10-1.orthodb.org/?query=989at3699	Tetratricopeptide repeat
989at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G037610.1	1974.8	950	https://v10-1.orthodb.org/?query=989at3699	Tetratricopeptide repeat
991at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G003870.1	1734.8	799	https://v10-1.orthodb.org/?query=991at3699	NAD kinase
991at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G016400.1	1686.5	799	https://v10-1.orthodb.org/?query=991at3699	NAD kinase
992at3699	Missing
994at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G032990.1	1819.2	933	https://v10-1.orthodb.org/?query=994at3699	Structural maintenance of chromosomes protein 5
994at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G051050.1	1580.2	860	https://v10-1.orthodb.org/?query=994at3699	Structural maintenance of chromosomes protein 5
1004at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G060050.1	1860.8	803	https://v10-1.orthodb.org/?query=1004at3699	Peptidase S9, prolyl oligopeptidase, catalytic domain
1004at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G016260.1	1846.9	803	https://v10-1.orthodb.org/?query=1004at3699	Peptidase S9, prolyl oligopeptidase, catalytic domain
1004at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G045190.1	1845.8	803	https://v10-1.orthodb.org/?query=1004at3699	Peptidase S9, prolyl oligopeptidase, catalytic domain
1005at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B6G003830.1	1774.4	856	https://v10-1.orthodb.org/?query=1005at3699	Poly 
1005at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C4G005190.1	1765.5	856	https://v10-1.orthodb.org/?query=1005at3699	Poly 
1009at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G020220.1	1839.4	861	https://v10-1.orthodb.org/?query=1009at3699	Probable alanine--tRNA ligase, chloroplastic
1009at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G058420.1	1818.4	854	https://v10-1.orthodb.org/?query=1009at3699	Probable alanine--tRNA ligase, chloroplastic
1019at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B8G000390.1	1685.6	783	https://v10-1.orthodb.org/?query=1019at3699	DNA topoisomerase
1019at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C3G000920.1	1574.5	744	https://v10-1.orthodb.org/?query=1019at3699	DNA topoisomerase
1024at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B5G008700.1	1592.7	887	https://v10-1.orthodb.org/?query=1024at3699	HIRAN domain
1024at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G012170.1	1565.6	886	https://v10-1.orthodb.org/?query=1024at3699	HIRAN domain
1030at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C5G005320.1	1726.5	863	https://v10-1.orthodb.org/?query=1030at3699	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
1030at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G017810.1	1723.3	863	https://v10-1.orthodb.org/?query=1030at3699	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
1031at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G037030.1	1821.7	896	https://v10-1.orthodb.org/?query=1031at3699	Leucine-rich repeat
1031at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G057760.1	1814.7	896	https://v10-1.orthodb.org/?query=1031at3699	Leucine-rich repeat
1037at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C2G040680.1	1777.3	835	https://v10-1.orthodb.org/?query=1037at3699	Phosphoribulokinase/uridine kinase
1037at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B4G036250.1	1751.3	835	https://v10-1.orthodb.org/?query=1037at3699	Phosphoribulokinase/uridine kinase
1050at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C1G025880.1	1587.7	968	https://v10-1.orthodb.org/?query=1050at3699	FYVE zinc finger
1050at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B7G033600.1	1582.5	968	https://v10-1.orthodb.org/?query=1050at3699	FYVE zinc finger
1052at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G020670.1	1498.0	851	https://v10-1.orthodb.org/?query=1052at3699	Pentatricopeptide repeat
1052at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G037990.1	1307.0	762	https://v10-1.orthodb.org/?query=1052at3699	Pentatricopeptide repeat
1053at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C9G057680.1	1695.8	885	https://v10-1.orthodb.org/?query=1053at3699	Pentatricopeptide repeat
1053at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B2G037020.1	1723.2	883	https://v10-1.orthodb.org/?query=1053at3699	Pentatricopeptide repeat
1054at3699	Complete	rna-gnl_WGS_JASCRO_Bca4012B1G032910.1	1344.3	828	https://v10-1.orthodb.org/?query=1054at3699	Leucine-rich repeat
1061at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C7G002060.1	1410.6	889	https://v10-1.orthodb.org/?query=1061at3699	A0A087GPJ4_ARAAL
1061at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G019360.1	1379.5	889	https://v10-1.orthodb.org/?query=1061at3699	A0A087GPJ4_ARAAL
1062at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B3G020250.1	1656.4	763	https://v10-1.orthodb.org/?query=1062at3699	Alpha,alpha-trehalose-phosphate synthase 
1062at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012C6G029240.1	1652.9	763	https://v10-1.orthodb.org/?query=1062at3699	Alpha,alpha-trehalose-phosphate synthase 
1065at3699	Duplicated	rna-gnl_WGS_JASCRO_Bca4012B1G030010.1	1851.5	969	https://v10-1.orthodb.org/?query=1065at3699	Importin-beta, N-terminal domain
